Date,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,CL=F,DLF.NS,DRREDDY.NS,GC=F,GODREJPROP.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,INR=X,ITC.NS,M&M.NS,MARUTI.NS,ONGC.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TMPV.NS,WIPRO.NS,^NSEBANK,^NSEI
2021-01-05,0.0636305161687567,-0.008754017917129153,-0.018634220059617235,0.048509059745994954,-0.01043802564751417,0.002778606634417091,0.004113745153939696,-0.0004263302095267596,0.01116893759030324,0.007556285402595675,0.009911497460840524,0.010438002825701176,0.004308110863255221,0.0031193128827182726,-0.009137913884158633,-0.012014536335833936,-0.006082627856641154,-0.020629285510090134,-0.012431944506426595,0.0024905808793662665,-0.0015717199855350694,0.017618106030510727,0.00993206064427321,0.024974961180009414,0.016333253820197458,0.004712380865514287
2021-01-06,-0.015351071738248012,-0.0039112683271944615,-0.017327560092627703,0.014019642672962185,-0.0028954721895587676,0.0002650719827486103,-0.023454666821867143,0.03839044417684612,-0.013264851269718658,-0.004310642474249837,-0.013568620223749162,0.017589745928392686,-0.009042978538378654,0.0007474350947362929,-0.028611896210485432,-0.005404641889516837,-0.0035073523663773365,0.021063817005019025,-0.026372019475932595,0.011712660516998152,0.003065739668672185,-0.013417251435529298,0.011387084423059246,0.00024607957979561057,0.002384801549452975,-0.0037501320469031096
2021-01-07,0.02575462185819344,0.02295025376635884,0.010079029647412252,0.003950242123644809,0.01804596388589763,-0.003290408285457347,0.002831834047367865,-0.0053402523430892135,-0.015998870866566484,-0.0030269994294057634,-0.020043001829463836,-0.010243396339084998,-0.015560653577063044,-0.00020171809750302305,-0.012658263102208966,0.01127571946343009,-0.008199450946126063,0.009798670019578015,-0.0016193650715606855,0.009296660272894552,-0.005617184158351329,-0.006128266496793322,0.006909001251547364,0.0008611490292051993,0.00497201040568207,-0.0006291696120880319
2021-01-08,0.002384302556999396,0.020427367049366207,0.00019673622681404268,0.027739519902017173,0.011817473413619384,0.012777888977227203,-0.040893202554750485,0.007124145575762908,0.03334902662819661,0.010873930032573753,0.00943505487601981,0.0017557737424029884,0.03957523973803578,0.001172281003827047,-0.006410123378932542,0.03506181245611417,0.05932425577143419,0.02809013101435509,0.011799081911534559,-0.005909003614731234,0.03140064110472851,0.02904897041227361,0.007115615578442425,0.05765219888104145,0.004011727198394377,0.014847223590326086
2021-01-11,-0.008547735654721222,-0.02022551580629306,-0.01923460050787329,0.0001913920599532215,-0.005436897283794262,0.014714298537617632,0.008451011507727868,0.006629519671682793,0.06077522192309792,0.0138301282535227,0.01584982475816621,0.004888859512266919,0.048853064210610864,-0.0009884992947749582,0.004962535110818012,0.024140172794441028,0.027180650057203826,0.018877131048570917,-0.018849912132535618,-0.012237784877469071,0.00032208666189292856,0.017799432438935225,0.11355023007453369,0.038586738378621366,-0.0026585630573816577,0.009583718134137165
2021-01-12,0.013119434455570733,-0.0030157550598876037,0.011626600188103131,0.018373188219572345,0.08341773093620808,-0.011621242689918154,-0.003622378492815659,0.0007808423136583809,0.006634456957439028,0.020358893475568296,-0.021901125588747794,0.006058386272362215,-0.0032334579048272083,0.00190939190396211,0.0195062474493386,-0.011722167338840128,-0.005429514010118708,0.008776206930064534,0.03151933005626928,0.035398194227511226,-0.01827699745619893,-0.00050350026420376,0.07772501459941106,0.02439561589204664,0.010628479201955532,0.005433314024232416
2021-01-13,0.017907359755108487,-0.0184563100227636,-0.027626770994280903,-0.005638023721524332,0.048215348823771764,-0.011925936554592953,0.005806039953402564,-0.030766613946566324,-0.005790577457729262,-0.006988369318864818,-0.001494040093913629,0.0155110227562123,0.011226529251343376,-0.004740564664579505,0.023250308956451526,0.06219139636633919,-0.0058866211749688535,0.01739981289223347,-0.009325219115527972,0.048888857169595346,-0.01205612147525359,-0.005008332035988383,0.02018497282366538,0.0028403664457516964,0.007286843035998025,9.609083312889233e-05
2021-01-14,-0.017156153466594604,-0.005265085739187159,-0.005211253945553551,0.01247400962607248,0.004100498213557291,0.003572779728307607,-0.0017802798884744009,-0.000490074783626171,-0.02675319268920251,-0.001291969522596692,0.011043793531151591,-0.005750274448815262,-0.012003068324553223,6.694555084774123e-05,0.013727658451780256,0.0018712550606656553,0.0011794280737891238,-0.0019002261876615023,0.011244191726201613,0.001466632572544313,0.007886538935747867,0.03100260595500659,0.01030508391413587,-0.010130732805040843,-0.0016853912036477459,0.002111247340323086
2021-01-15,-0.001701292583126568,-0.012718220948301107,0.0012813764674806105,-0.022587252032214677,-0.007635000315411533,-0.018101704652702777,-0.011349510590620282,-0.03196883492788816,-0.03687815165585295,-0.0014297572543522374,-0.019762050355911498,-0.01861552944586331,-0.018642910946128244,-0.0011247559440176191,0.017277545201615174,-0.01235100707210779,-0.015301747938621713,-0.03474537866439242,-0.011807660208438264,-0.011065604400204543,-0.004530152404660259,-0.005337200327202751,0.0620153513037669,-0.034774931527494224,-0.008393314609717595,-0.011092344158201595
2021-01-18,-0.02645024005020047,-0.03259566350583898,-0.033530537810319005,0.0,-0.008230458802349405,-0.030827954102417454,0.0,-0.020654024742733146,-0.00838593744237559,0.01121602434665947,-0.007889665140929925,-0.018140118523386928,-0.024461597431328475,0.0009768534379541727,0.0087216772209473,-0.012993306631372548,-0.024187621136566695,-0.04684408524908723,0.024000515386600307,-0.03093640630041883,-0.03781209391140239,-0.0035875551123535354,-0.05512863249303235,-0.015961741539932794,-0.01349126023535796,-0.010558650142566628
