source,target,best_lag,lag_correlation,lag_strength,source_name,target_name,source_sector,target_sector
DRREDDY.NS,ONGC.NS,4,-0.023133848212903086,0.023133848212903086,Dr Reddy's,ONGC,Pharma,Energy
DRREDDY.NS,RELIANCE.NS,3,0.05865841299911726,0.05865841299911726,Dr Reddy's,Reliance,Pharma,Energy
DRREDDY.NS,SBIN.NS,1,-0.04296538913388183,0.04296538913388183,Dr Reddy's,SBI,Pharma,Banking
DRREDDY.NS,SUNPHARMA.NS,3,-0.07761460309787149,0.07761460309787149,Dr Reddy's,Sun Pharma,Pharma,Pharma
DRREDDY.NS,TCS.NS,1,-0.08519362209963256,0.08519362209963256,Dr Reddy's,TCS,Pharma,IT
DRREDDY.NS,TMPV.NS,2,-0.025003794692583924,0.025003794692583924,Dr Reddy's,Tata Motors Passenger Vehicles,Pharma,Auto
DRREDDY.NS,WIPRO.NS,5,-0.05208654115603889,0.05208654115603889,Dr Reddy's,Wipro,Pharma,IT
DRREDDY.NS,^NSEBANK,5,-0.03978717847967548,0.03978717847967548,Dr Reddy's,Bank Nifty,Pharma,Banking
DRREDDY.NS,^NSEI,5,-0.048548783920915065,0.048548783920915065,Dr Reddy's,NIFTY 50,Pharma,Market
GC=F,AXISBANK.NS,4,0.07983557898300887,0.07983557898300887,Gold,Axis Bank,Safe Haven,Banking
GC=F,BAJAJFINSV.NS,5,0.03606423434035736,0.03606423434035736,Gold,Bajaj Finserv,Safe Haven,NBFC
GC=F,BAJFINANCE.NS,2,-0.06301321062859963,0.06301321062859963,Gold,Bajaj Finance,Safe Haven,NBFC
GC=F,CL=F,2,-0.047056059545683884,0.047056059545683884,Gold,Crude Oil,Safe Haven,Energy
GC=F,DLF.NS,1,0.06524755105553423,0.06524755105553423,Gold,DLF,Safe Haven,Realty
GC=F,DRREDDY.NS,1,0.08032955677079197,0.08032955677079197,Gold,Dr Reddy's,Safe Haven,Pharma
GC=F,GODREJPROP.NS,1,0.042738851910944606,0.042738851910944606,Gold,Godrej Properties,Safe Haven,Realty
GC=F,HCLTECH.NS,1,0.051587434384268,0.051587434384268,Gold,HCL Tech,Safe Haven,IT
GC=F,HDFCBANK.NS,1,0.03609195458642758,0.03609195458642758,Gold,HDFC Bank,Safe Haven,Banking
GC=F,HINDUNILVR.NS,5,-0.054757678368811735,0.054757678368811735,Gold,Hindustan Unilever,Safe Haven,FMCG
GC=F,ICICIBANK.NS,1,0.06337409309860981,0.06337409309860981,Gold,ICICI Bank,Safe Haven,Banking
GC=F,INFY.NS,4,0.025821751326608577,0.025821751326608577,Gold,Infosys,Safe Haven,IT
GC=F,INR=X,1,-0.12622955124237248,0.12622955124237248,Gold,USD/INR,Safe Haven,Macro
GC=F,ITC.NS,5,-0.04582447598599036,0.04582447598599036,Gold,ITC,Safe Haven,FMCG
GC=F,M&M.NS,3,-0.025079101850892,0.025079101850892,Gold,Mahindra & Mahindra,Safe Haven,Auto
GC=F,MARUTI.NS,3,-0.04641604354897412,0.04641604354897412,Gold,Maruti Suzuki,Safe Haven,Auto
GC=F,ONGC.NS,1,0.11410308740635179,0.11410308740635179,Gold,ONGC,Safe Haven,Energy
GC=F,RELIANCE.NS,2,-0.046105762889282746,0.046105762889282746,Gold,Reliance,Safe Haven,Energy
GC=F,SBIN.NS,4,0.05544064980674363,0.05544064980674363,Gold,SBI,Safe Haven,Banking
GC=F,SUNPHARMA.NS,4,-0.05515024446450394,0.05515024446450394,Gold,Sun Pharma,Safe Haven,Pharma
GC=F,TCS.NS,1,0.03308208784901304,0.03308208784901304,Gold,TCS,Safe Haven,IT
GC=F,TMPV.NS,3,-0.04152018321504615,0.04152018321504615,Gold,Tata Motors Passenger Vehicles,Safe Haven,Auto
GC=F,WIPRO.NS,1,0.07114704378728828,0.07114704378728828,Gold,Wipro,Safe Haven,IT
GC=F,^NSEBANK,1,0.03247305460053768,0.03247305460053768,Gold,Bank Nifty,Safe Haven,Banking
GC=F,^NSEI,1,0.06119975116959871,0.06119975116959871,Gold,NIFTY 50,Safe Haven,Market
GODREJPROP.NS,AXISBANK.NS,3,-0.024688300282216236,0.024688300282216236,Godrej Properties,Axis Bank,Realty,Banking
GODREJPROP.NS,BAJAJFINSV.NS,4,0.03749073209954353,0.03749073209954353,Godrej Properties,Bajaj Finserv,Realty,NBFC
GODREJPROP.NS,BAJFINANCE.NS,5,-0.04206339904300296,0.04206339904300296,Godrej Properties,Bajaj Finance,Realty,NBFC
GODREJPROP.NS,CL=F,4,-0.038857261028464034,0.038857261028464034,Godrej Properties,Crude Oil,Realty,Energy
GODREJPROP.NS,DLF.NS,1,0.04727337620845394,0.04727337620845394,Godrej Properties,DLF,Realty,Realty
GODREJPROP.NS,DRREDDY.NS,3,0.033259933016406736,0.033259933016406736,Godrej Properties,Dr Reddy's,Realty,Pharma
GODREJPROP.NS,GC=F,2,-0.031148742957231846,0.031148742957231846,Godrej Properties,Gold,Realty,Safe Haven
GODREJPROP.NS,HCLTECH.NS,5,-0.05407713548485621,0.05407713548485621,Godrej Properties,HCL Tech,Realty,IT
