hop,source,target,raw_edge_effect,transmission_effect,incoming_shock,propagated_shock
2,WIPRO.NS,TCS.NS,0.6091806458580048,0.258437884317772,-0.06046988598183288,-0.008595240168944984
2,WIPRO.NS,HCLTECH.NS,0.5931337869817648,0.25163018895496164,-0.06046988598183288,-0.008368826859631476
2,WIPRO.NS,^NSEI,0.5277434950499413,0.2238891094957153,-0.06046988598183288,-0.007446201908079001
2,^NSEI,^NSEBANK,0.8710093754026812,0.0790012059387483,-0.06804111587700726,-0.0029564316142359284
2,^NSEI,HDFCBANK.NS,0.7102698125738366,0.06442200660501535,-0.06804111587700726,-0.002410839869042647
2,^NSEI,ICICIBANK.NS,0.6853422189371944,0.062161055099716846,-0.06804111587700726,-0.002326229154192277
2,^NSEI,RELIANCE.NS,0.6757367216336178,0.06128982926443451,-0.06804111587700726,-0.0022936256062848588
2,^NSEI,DLF.NS,0.6646746683758347,0.060286492707787805,-0.06804111587700726,-0.002256078129881919
2,^NSEI,SBIN.NS,0.6511635479532141,0.059061023915930995,-0.06804111587700726,-0.002210217884643207
2,^NSEI,BAJAJFINSV.NS,0.6364417700966231,0.05772574758357767,-0.06804111587700726,-0.002160248354231594
2,^NSEI,BAJFINANCE.NS,0.6273961007555183,0.05690529856586181,-0.06804111587700726,-0.0021295450075545243
2,^NSEI,AXISBANK.NS,0.6234557890912761,0.05654790933212855,-0.06804111587700726,-0.0021161705683084226
2,^NSEI,M&M.NS,0.5875194839192771,0.05328845940455655,-0.06804111587700726,-0.0019941934326889463
2,^NSEI,GODREJPROP.NS,0.5790139165822273,0.05251699804513145,-0.06804111587700726,-0.001965323332225744
2,^NSEI,TMPV.NS,0.572079068750883,0.05188800212712009,-0.06804111587700726,-0.0019417846609467776
2,^NSEI,WIPRO.NS,0.5277434950499413,0.04786673222202709,-0.06804111587700726,-0.0017912982305749426
2,^NSEI,INFY.NS,0.5172992203315149,0.04691942864388844,-0.06804111587700726,-0.001755847654682983
2,^NSEI,MARUTI.NS,0.512368391886644,0.04647219879261182,-0.06804111587700726,-0.00173911114470908
2,^NSEI,TCS.NS,0.4954410470058159,0.04493687587107809,-0.06804111587700726,-0.001681655348062094
2,^NSEI,HCLTECH.NS,0.4869955571379644,0.04417086358332827,-0.06804111587700726,-0.0016529891661033957
2,^NSEI,ITC.NS,0.4516433517217829,0.040964391943248045,-0.06804111587700726,-0.0015329946164729256
2,^NSEI,INR=X,-0.14967329325237838,-0.013575480353808157,-0.06804111587700726,0.000508029957511723
2,TCS.NS,INFY.NS,0.7201836318271244,0.2890496406169462,-0.06711353143918673,-0.010669528178667077
2,TCS.NS,HCLTECH.NS,0.6667515936638665,0.26760439978394157,-0.06711353143918673,-0.009877931963990342
2,TCS.NS,WIPRO.NS,0.6091806458580048,0.24449798492271652,-0.06711353143918673,-0.009025017758860698
2,TCS.NS,^NSEI,0.4954410470058159,0.19884797467639562,-0.06711353143918673,-0.007339964390034587
3,TCS.NS,INFY.NS,0.7201836318271244,0.2890496406169462,-0.030797375360892283,-0.00489608365400611
3,TCS.NS,HCLTECH.NS,0.6667515936638665,0.26760439978394157,-0.030797375360892283,-0.004532832231604782
3,TCS.NS,WIPRO.NS,0.6091806458580048,0.24449798492271652,-0.030797375360892283,-0.004141442919155676
3,TCS.NS,^NSEI,0.4954410470058159,0.19884797467639562,-0.030797375360892283,-0.0033681976437241875
3,HCLTECH.NS,INFY.NS,0.692097957905166,0.28376545575221934,-0.030203489564288515,-0.004713888839834752
3,HCLTECH.NS,TCS.NS,0.6667515936638665,0.2733732525699356,-0.030203489564288515,-0.004541254399633412
3,HCLTECH.NS,WIPRO.NS,0.5931337869817648,0.24318938881767785,-0.030203489564288515,-0.004039842492015239
3,HCLTECH.NS,^NSEI,0.4869955571379644,0.19967190286016726,-0.030203489564288515,-0.0033169335288752806
3,WIPRO.NS,INFY.NS,0.6271067249092726,0.2660428172315511,-0.028869205309996773,-0.004224244591549178
3,WIPRO.NS,TCS.NS,0.6091806458580048,0.258437884317772,-0.028869205309996773,-0.0041034929882380255
3,WIPRO.NS,HCLTECH.NS,0.5931337869817648,0.25163018895496164,-0.028869205309996773,-0.003995399972923739
3,WIPRO.NS,^NSEI,0.5277434950499413,0.2238891094957153,-0.028869205309996773,-0.0035549253677872846
3,^NSEI,^NSEBANK,0.8710093754026812,0.0790012059387483,-0.0296444636965612,-0.0012880716097896786
